id,title,body,user_id,is_read,created_at,updated_at,plant_id
233,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Basil - Lamiaceae",28,0,2024-06-26 15:00:00.232,2024-06-26 15:00:00.232,64
234,Watering Reminder,"Hiii testing, It's time to water your plant: Basil - Lamiaceae",33,0,2024-06-26 15:00:00.393,2024-06-26 15:00:00.393,64
235,Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Basil - Lamiaceae",3,0,2024-06-26 15:00:00.511,2024-06-26 15:00:00.511,64
236,Watering Reminder,"Hiii developer, It's time to water your plant: Basil - Lamiaceae",21,0,2024-06-26 15:00:00.659,2024-06-26 15:00:00.659,64
237,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Basil - Lamiaceae",41,0,2024-06-26 15:00:00.818,2024-06-26 15:00:00.818,64
238,Watering Reminder,"Hiii annisa, It's time to water your plant: Basil - Lamiaceae",17,0,2024-06-26 15:00:00.974,2024-06-26 15:00:00.974,64
239,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Basil - Lamiaceae",28,0,2024-06-26 15:00:01.252,2024-06-26 15:00:01.252,64
240,Watering Reminder,"Hiii testing, It's time to water your plant: Basil - Lamiaceae",33,0,2024-06-26 15:00:01.620,2024-06-26 15:00:01.620,64
241,Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Basil - Lamiaceae",3,0,2024-06-26 15:00:01.850,2024-06-26 15:00:01.850,64
242,Watering Reminder,"Hiii developer, It's time to water your plant: Basil - Lamiaceae",21,0,2024-06-26 15:00:01.975,2024-06-26 15:00:01.975,64
243,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Basil - Lamiaceae",41,0,2024-06-26 15:00:02.124,2024-06-26 15:00:02.124,64
244,Watering Reminder,"Hiii annisa, It's time to water your plant: Basil - Lamiaceae",17,0,2024-06-26 15:00:02.318,2024-06-26 15:00:02.318,64
245,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Basil - Lamiaceae",28,0,2024-06-26 15:00:02.471,2024-06-26 15:00:02.471,64
246,Watering Reminder,"Hiii testing, It's time to water your plant: Basil - Lamiaceae",33,0,2024-06-26 15:00:02.615,2024-06-26 15:00:02.615,64
247,Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Basil - Lamiaceae",3,0,2024-06-26 15:00:02.726,2024-06-26 15:00:02.726,64
248,Watering Reminder,"Hiii developer, It's time to water your plant: Basil - Lamiaceae",21,0,2024-06-26 15:00:02.847,2024-06-26 15:00:02.847,64
249,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Basil - Lamiaceae",41,0,2024-06-26 15:00:03.101,2024-06-26 15:00:03.101,64
250,Watering Reminder,"Hiii annisa, It's time to water your plant: Basil - Lamiaceae",17,0,2024-06-26 15:00:03.493,2024-06-26 15:00:03.493,64
251,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Basil - Lamiaceae",28,0,2024-06-26 15:00:03.795,2024-06-26 15:00:03.795,64
252,Watering Reminder,"Hiii testing, It's time to water your plant: Basil - Lamiaceae",33,0,2024-06-26 15:00:03.993,2024-06-26 15:00:03.993,64
253,Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Basil - Lamiaceae",3,0,2024-06-26 15:00:04.211,2024-06-26 15:00:04.211,64
254,Watering Reminder,"Hiii developer, It's time to water your plant: Basil - Lamiaceae",21,0,2024-06-26 15:00:04.369,2024-06-26 15:00:04.369,64
255,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Basil - Lamiaceae",41,0,2024-06-26 15:00:04.525,2024-06-26 15:00:04.525,64
256,Watering Reminder,"Hiii annisa, It's time to water your plant: Basil - Lamiaceae",17,0,2024-06-26 15:00:04.652,2024-06-26 15:00:04.652,64
257,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: test-c update",14,0,2024-06-26 23:00:00.109,2024-06-26 23:00:00.109,166
258,Watering Reminder,"Hiii testing, It's time to water your plant: test-c update",33,0,2024-06-26 23:00:00.244,2024-06-26 23:00:00.244,166
259,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: test-c update",14,0,2024-06-26 23:00:00.451,2024-06-26 23:00:00.451,166
260,Watering Reminder,"Hiii testing, It's time to water your plant: test-c update",33,0,2024-06-26 23:00:00.554,2024-06-26 23:00:00.554,166
261,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Geranium - Geraniaceae",14,0,2024-06-26 23:00:00.667,2024-06-26 23:00:00.667,76
262,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Geranium - Geraniaceae",28,0,2024-06-26 23:00:00.768,2024-06-26 23:00:00.768,76
263,Watering Reminder,"Hiii testing, It's time to water your plant: Geranium - Geraniaceae",33,0,2024-06-26 23:00:00.877,2024-06-26 23:00:00.877,76
264,Watering Reminder,"Hiii annisa, It's time to water your plant: Geranium - Geraniaceae",17,0,2024-06-26 23:00:01.025,2024-06-26 23:00:01.025,76
265,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Geranium - Geraniaceae",41,0,2024-06-26 23:00:01.205,2024-06-26 23:00:01.205,76
266,Watering Reminder,"Hiii Hikmah Mufida MS, It's time to water your plant: Geranium - Geraniaceae",43,0,2024-06-26 23:00:01.320,2024-06-26 23:00:01.320,76
267,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Geranium - Geraniaceae",14,0,2024-06-26 23:00:01.409,2024-06-26 23:00:01.409,76
268,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Geranium - Geraniaceae",28,0,2024-06-26 23:00:01.586,2024-06-26 23:00:01.586,76
269,Watering Reminder,"Hiii testing, It's time to water your plant: Geranium - Geraniaceae",33,0,2024-06-26 23:00:01.704,2024-06-26 23:00:01.704,76
270,Watering Reminder,"Hiii annisa, It's time to water your plant: Geranium - Geraniaceae",17,0,2024-06-26 23:00:01.765,2024-06-26 23:00:01.765,76
271,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Geranium - Geraniaceae",41,0,2024-06-26 23:00:01.860,2024-06-26 23:00:01.860,76
272,Watering Reminder,"Hiii Hikmah Mufida MS, It's time to water your plant: Geranium - Geraniaceae",43,0,2024-06-26 23:00:01.937,2024-06-26 23:00:01.937,76
>>>>>>> 38e78ae (Add README.md)
